customerID,Weight,Height,Age,Gender
879046,70.77445907,192.1248473,59,Male
908766,71.21592367,198.1984641,38,Male
313577,70.01336535,209.5264998,37,Male
446701,71.40318222,198.7597927,50,Male
918398,69.55200509,198.0795237,40,Male
569314,73.81853456,195.2906122,51,Male
654887,66.99688275,164.943303,40,Male
591070,71.41846589,179.8639023,26,Male
176658,65.27930021,155.2504207,29,Male
356074,68.27419147,184.5193912,60,Male
398417,72.76536995,220.6780415,33,Male
661659,68.0993798,183.3126553,47,Male
289853,68.89670607,196.4513123,54,Male
485905,69.28950996,184.5956083,49,Male
843272,70.52322452,207.5328385,34,Male
200190,69.66372523,177.2009288,34,Male
206608,67.59526881,163.1080022,48,Male
455227,72.50812038,216.2182301,51,Male
153128,71.2529856,204.6554938,53,Male
306933,71.80918689,200.9205712,45,Male
915995,72.24516548,220.9017699,44,Male
209587,66.51262766,196.4498603,25,Male
292119,66.029034,168.64081,49,Male
426198,67.57715394,181.432713,27,Male
368513,68.2465686,198.6586733,28,Male
222775,73.826127,237.9167359,38,Male
256165,69.80246436,173.0412559,29,Male
320208,65.95957778,160.6839166,26,Male
125345,71.07901758,188.6029191,30,Male
339697,66.59619654,208.345694,46,Male
101688,68.95153509,193.4351185,60,Male
531812,68.24446179,174.1096938,27,Male
616134,72.31682512,197.3685892,34,Male
348621,71.81542045,201.6206667,44,Male
394668,65.23704952,181.0119732,35,Male
943150,70.64053009,182.122486,26,Male
213732,64.7319256,177.5492634,50,Male
194165,67.10355118,164.9745807,50,Male
369572,65.11748489,165.7171122,26,Male
915440,71.70123402,193.0941635,49,Male
415857,66.83287821,180.683887,35,Male
367990,66.47127526,172.7737229,25,Male
472828,69.41152622,177.4706162,42,Male
693573,70.05217747,200.8187373,55,Male
425225,66.74360465,167.7397753,49,Male
664629,66.27432912,154.3956248,25,Male
943829,68.32844799,177.9847286,59,Male
660720,70.0758882,183.938857,26,Male
277170,68.73298815,179.2047821,40,Male
871579,67.55605126,158.5679874,34,Male
683388,66.25363253,166.5035316,47,Male
942043,69.18220268,171.9836776,32,Male
472649,67.60910494,174.3641824,29,Male
517264,69.29273802,187.7453519,54,Male
720476,68.19068401,201.4879624,38,Male
771177,71.6070858,204.9270121,56,Male
300395,69.19685751,178.6855465,56,Male
603528,67.26196098,164.0144277,36,Male
930082,73.6851934,223.2700044,47,Male
962508,69.53721501,202.9583063,49,Male
820217,68.31155984,189.3917856,43,Male
951081,67.73896347,178.1705556,27,Male
124203,71.7057626,223.2993352,40,Male
352614,63.6322646,167.0287067,55,Male
941756,68.72119846,180.468682,40,Male
675921,66.94934165,164.4391456,60,Male
237347,62.70698974,149.9696184,29,Male
345796,72.25840892,192.9102666,29,Male
559688,70.90865306,201.8839987,27,Male
581689,67.6098436,179.868026,34,Male
116342,70.80155896,196.4677247,46,Male
264398,69.30476905,187.5516495,41,Male
623632,66.24289834,171.6931597,51,Male
517898,67.49219298,191.6996048,58,Male
603259,65.80624829,165.8506478,45,Male
923339,71.44370566,185.6627413,25,Male
405630,68.46440582,178.2818007,59,Male
981749,63.9879246,150.9790513,47,Male
230477,71.00189769,209.9293234,56,Male
175215,68.13972419,174.1578043,58,Male
517436,68.39540025,179.8789771,40,Male
757197,68.09621975,167.7471412,57,Male
490526,68.14059036,183.0446604,56,Male
686435,68.86009031,169.5568208,55,Male
585064,66.14885254,173.4316727,38,Male
176195,66.20603205,180.8895546,53,Male
376107,67.43212021,183.5089329,52,Male
871581,69.47110603,205.9779102,31,Male
592452,70.51585969,183.7598452,41,Male
559157,71.33837604,201.9544955,36,Male
486255,71.00194477,216.1200947,25,Male
757095,66.20234771,159.3903237,49,Male
427804,72.54330705,210.3364247,57,Male
171611,67.47935176,178.6183502,54,Male
417873,65.35041056,146.7397976,25,Male
836814,70.84406242,195.937015,42,Male
403823,69.93847526,170.1758538,57,Male
361004,64.73981548,169.6540541,50,Male
928475,69.30840288,198.3786936,44,Male
275950,68.83846286,179.9077169,50,Male
796415,61.93732327,147.2636865,27,Male
483626,68.59333554,176.9842511,48,Male
303272,65.21857558,185.4677884,58,Male
145251,64.33364811,177.4938023,56,Male
534429,68.7489067,169.8274774,27,Male
790373,72.4896554,198.5816982,51,Male
173644,67.23393092,203.3503393,26,Male
139568,67.26360484,193.2176727,36,Male
215353,65.11850428,178.1349452,35,Male
300080,66.26282004,162.7795834,29,Male
380117,67.70167966,159.2865106,54,Male
982120,65.53069597,172.114312,32,Male
245603,69.86896981,201.8370426,34,Male
424510,68.48187536,170.3523296,34,Male
659078,72.21396335,205.3897607,30,Male
823553,68.17953269,169.7877681,53,Male
766304,71.98120654,200.4373105,55,Male
902798,66.06513673,178.588954,44,Male
894600,66.65616417,168.0140297,35,Male
243696,67.5994242,177.7664258,48,Male
506030,68.24594409,193.277624,37,Male
276638,64.80862144,162.3795406,30,Male
669779,67.49221827,183.3838244,49,Male
701801,68.18073071,181.0560953,25,Male
236936,69.5533849,210.871799,28,Male
911710,66.40224967,165.5684991,25,Male
314869,66.59215711,196.1484498,50,Male
731890,71.93588658,202.0464252,45,Male
528220,68.28704173,170.4136025,27,Male
293943,69.9554512,201.9480853,49,Male
362789,71.85112915,193.3869846,34,Male
727725,65.75549864,179.8556896,53,Male
316165,67.03185208,156.489935,42,Male
619187,76.70983486,235.0354188,51,Male
222299,72.57112137,230.560535,42,Male
440080,69.7288049,203.895655,25,Male
145568,72.799224,218.2163966,26,Male
739246,72.53935407,222.6671779,54,Male
595256,72.29474338,208.4748659,55,Male
819257,67.25332482,180.77978,39,Male
858110,75.94446038,231.9247485,55,Male
875728,66.31623192,170.5938581,26,Male
537031,71.15605349,188.2714563,57,Male
988147,71.19220229,196.0615292,25,Male
529077,72.19751201,214.6035842,59,Male
227366,75.14082143,224.1242713,45,Male
493418,64.41152936,158.5793973,27,Male
130790,64.73442436,166.5011147,53,Male
108470,63.41458714,160.1406156,37,Male
481851,67.84866523,176.1726343,59,Male
315744,65.93178483,174.4852947,55,Male
456968,70.96655044,193.9064988,44,Male
266660,67.58074728,186.9916067,33,Male
498921,68.58927044,173.5957961,60,Male
860584,70.32475344,193.3465603,59,Male
433618,72.39448041,208.436509,41,Male
643774,70.82085671,206.0329778,27,Male
927238,65.90330126,172.575231,28,Male
575108,74.79537502,232.6354028,29,Male
167768,67.68091903,177.2401455,25,Male
191864,67.15596277,175.6466902,37,Male
542059,71.77484122,212.6261023,43,Male
167809,64.66523194,166.969204,42,Male
655715,68.12276836,196.4144153,39,Male
493369,66.78692724,165.4312422,58,Male
206424,66.80584984,176.5658186,30,Male
675008,67.8860138,174.6520347,54,Male
737706,69.17357692,195.2375293,59,Male
710378,70.22492333,205.6844384,39,Male
365401,64.85579918,158.3414424,27,Male
333000,67.82109327,169.0810083,46,Male
968927,63.44024747,135.6558759,32,Male
572695,71.84843485,218.1574695,41,Male
634835,66.72807365,155.8995413,45,Male
510962,71.96830565,201.5281774,60,Male
563817,76.02134748,235.9260606,43,Male
883925,71.47610128,195.3926176,36,Male
847760,67.36980864,176.6361636,48,Male
667733,70.55524376,198.4602486,28,Male
553700,69.86710128,185.71691,42,Male
193894,67.94757004,177.3477798,57,Male
824739,74.10455886,215.7597035,46,Male
227209,69.1678363,187.0224203,48,Male
217349,66.55722857,171.5878843,36,Male
552244,66.70160499,172.8398091,52,Male
875953,67.24606495,168.2802869,26,Male
439207,69.05138548,163.8204889,30,Male
220662,70.67274718,190.0234342,39,Male
793662,65.49899512,156.8699517,43,Male
161193,65.18722085,172.6064826,32,Male
182892,67.56814301,169.063983,31,Male
191284,73.81538569,231.3745081,43,Male
315605,71.60656421,207.2504768,59,Male
217808,67.72474924,172.1527722,39,Male
449189,68.23113195,199.827758,25,Male
118063,65.92942171,168.0904122,33,Male
925759,71.54849571,197.8196148,35,Male
570176,69.16438112,196.892315,37,Male
301274,68.59765932,180.2217801,49,Male
921028,71.05751089,189.1340124,27,Male
427854,63.64405958,158.4227173,49,Male
445116,71.1824554,208.9226827,55,Male
375181,66.12867317,187.1411195,58,Male
307990,65.05737312,157.5824315,39,Male
476298,68.09137436,181.644445,35,Male
532942,70.9931439,204.7466782,50,Male
288901,74.22117488,231.1301898,41,Male
820774,69.32711818,186.2584296,57,Male
695364,64.93134219,181.0938696,47,Male
704254,68.34684231,198.9209797,52,Male
219131,70.92912508,203.3704632,37,Male
514836,61.4778092,161.0287521,33,Male
998311,68.49081272,189.8066818,40,Male
372113,72.04988987,200.2028285,33,Male
154267,72.52166703,221.8626503,44,Male
785020,71.23391139,214.0601482,30,Male
309538,72.25911519,201.7014216,32,Male
624584,67.5650399,187.1870936,38,Male
580265,72.26760699,196.5274669,36,Male
697477,62.600248,151.7207037,53,Male
419860,66.23643729,167.2975303,50,Male
975356,69.65043741,198.843696,60,Male
416546,69.28592141,178.789548,49,Male
192371,70.72527874,193.5392521,31,Male
729141,68.82861496,197.737905,33,Male
201223,66.01442823,184.4618115,58,Male
869064,66.41488206,155.1947717,29,Male
294482,66.61562439,160.9919899,46,Male
205404,68.03482178,189.0844617,30,Male
790611,70.50239804,172.9857771,28,Male
451231,69.15772949,195.8952569,59,Male
515952,70.79502261,215.7464553,34,Male
940726,65.19437712,166.7073731,49,Male
760528,74.78571432,239.4643429,53,Male
536222,71.06690628,184.2792458,38,Male
681588,69.33419779,199.9838909,50,Male
342583,69.89920395,191.4122311,46,Male
531417,64.42519379,169.1094014,33,Male
591225,67.8521307,194.7445225,37,Male
698441,67.54906949,183.2665331,42,Male
772057,74.76744684,210.3699087,46,Male
155878,71.41894599,198.0424839,57,Male
676678,67.12034439,172.6640904,28,Male
696014,69.85958791,197.0708562,48,Male
163525,68.43081339,190.50581,42,Male
493509,67.93348261,184.5554831,42,Male
758786,68.49534316,179.9298166,29,Male
673436,65.24414341,159.5032198,36,Male
591015,70.18535205,197.8845071,55,Male
430356,71.10413316,217.2696052,39,Male
593460,68.44757854,187.907426,49,Male
573917,65.42057682,176.8616842,26,Male
485263,67.70078811,185.1482021,29,Male
849298,74.22306306,223.3080403,25,Male
479832,71.16724587,206.9429818,53,Male
263801,67.23077189,171.0169406,40,Male
658839,67.88055919,175.222848,41,Male
329251,67.37637547,173.3103956,42,Male
790845,68.76124693,181.1259735,33,Male
114656,71.7052725,202.6090083,37,Male
690079,69.38099479,199.85092,54,Male
436804,73.71652763,223.5147223,55,Male
228684,69.45337621,219.2617067,31,Male
947994,70.78628981,211.2160809,58,Male
844534,71.76846374,200.798983,28,Male
281891,69.34345396,208.8097753,36,Male
101637,65.28602551,161.4200817,34,Male
608577,70.92184441,207.8359446,44,Male
963953,68.59666269,180.8312378,39,Male
307487,68.60379643,176.8154762,33,Male
958676,69.47874412,194.6037685,51,Male
913434,65.93089621,163.0084317,34,Male
714702,68.5233453,173.2706572,51,Male
553561,73.92912413,215.6200354,38,Male
466407,71.19793782,210.134529,48,Male
702323,66.55658687,185.0423241,37,Male
148427,71.74227623,187.9653554,25,Male
702063,69.74482933,188.1811248,54,Male
891026,66.75065413,179.5420171,36,Male
402686,69.69242226,211.718429,53,Male
314871,70.40351683,197.6921421,47,Male
317150,69.01973611,186.287992,38,Male
462617,64.73228716,166.1060724,34,Male
933355,70.99807444,188.81177,38,Male
392413,64.45981425,161.3787732,52,Male
792751,69.74952258,193.4762588,41,Male
344675,71.52684881,189.2822461,59,Male
379946,68.32791586,207.7849246,56,Male
412972,70.76472016,199.3230943,28,Male
734865,71.41904963,209.8582566,27,Male
162380,69.39047409,180.1754728,49,Male
655140,72.00173222,196.2144145,53,Male
656004,69.19147497,189.4388404,42,Male
580749,66.16636328,165.5146074,46,Male
197225,67.272143,182.3943347,48,Male
377604,70.9158354,189.5576375,26,Male
644293,69.11988779,189.6259141,41,Male
635900,67.40902587,170.1913254,57,Male
339638,72.93864904,216.0974547,44,Male
208799,70.4909287,177.0677744,30,Male
558615,69.00825946,196.0511888,45,Male
675491,66.76210992,167.7004962,48,Male
921817,69.12066373,179.6078701,38,Male
797881,73.12626719,220.6614051,39,Male
209836,67.4868239,164.2952413,34,Male
230336,64.95507833,156.5447863,58,Male
485011,67.78248907,183.681029,59,Male
415690,67.6623988,170.3054935,58,Male
649603,66.47639701,168.6272639,46,Male
355090,72.9870702,209.6379745,51,Male
551000,69.56323228,195.346027,47,Male
714076,71.00356014,194.3226014,49,Male
493423,69.91563736,219.3679167,33,Male
483100,71.69714179,205.1617483,47,Male
935661,67.64994086,178.8826337,57,Male
690505,68.29555456,181.7249315,56,Male
524457,68.68725567,203.5603338,44,Male
519275,68.91577165,165.1558987,47,Male
165866,68.96087967,197.9314296,40,Male
726447,67.2472352,173.284033,52,Male
376661,68.91586364,183.9477889,47,Male
848114,65.8385445,139.5340469,40,Male
509882,64.67107555,160.1885313,39,Male
384222,66.29589772,163.6040022,45,Male
483527,67.09758575,193.9551074,60,Male
212065,66.99828973,189.8933425,59,Male
376976,70.9619709,184.223932,36,Male
863777,68.4208722,190.7955422,50,Male
978701,67.65252759,188.2006794,53,Male
889721,75.62019316,226.2077799,26,Male
823096,70.54924202,197.8793731,28,Male
416321,68.89083891,190.5134869,33,Male
886714,68.28453192,176.2465834,47,Male
570028,64.99507826,177.7270945,60,Male
464377,65.57577154,173.6915922,44,Male
479803,69.30608824,210.4636875,46,Male
406774,65.70471542,170.1005633,42,Male
214101,67.80399101,173.4598918,30,Male
741074,69.21614731,184.9366903,50,Male
885262,68.01500601,194.2869459,37,Male
475917,61.92694894,149.1496848,50,Male
134939,67.26636272,192.4707696,56,Male
293841,67.67682185,179.750808,50,Male
855605,69.97090362,202.863293,41,Male
471545,65.31346154,163.3573315,34,Male
307976,71.90600544,217.0277146,46,Male
896705,66.23390404,183.1612325,29,Male
390007,65.81494282,166.5836105,55,Male
457573,72.84494786,205.2508892,53,Male
277669,70.94944345,189.7030888,36,Male
347358,71.34380763,218.5863364,50,Male
775702,71.05566416,203.139433,48,Male
996949,61.92554729,139.9050703,35,Male
694217,68.76245756,196.2938059,43,Male
370437,67.58394143,179.9370112,40,Male
898026,67.36169467,164.1459224,58,Male
381446,65.87915656,168.1748644,49,Male
631720,68.69476215,189.7425419,44,Male
341797,69.53486155,195.1703915,36,Male
772217,66.63469083,190.4679588,39,Male
629320,69.80990157,204.4265983,48,Male
340078,68.67987369,196.1516228,41,Male
620929,71.61517875,209.6707739,51,Male
173400,69.68979533,190.9334005,27,Male
677917,70.90108637,197.9448324,28,Male
856778,68.00581399,186.7803378,52,Male
503117,70.61574398,188.6638321,25,Male
851199,71.57119416,176.3766428,35,Male
636591,73.01286326,209.3294834,54,Male
736789,60.74811787,136.1678657,59,Male
492514,69.08211963,190.9351825,34,Male
559733,69.33873763,191.4456543,46,Male
657449,67.75713771,184.9382299,41,Male
725064,76.02708186,232.313471,37,Male
744521,72.22761616,201.778854,32,Male
278268,68.92104135,188.3288071,28,Male
791387,65.33492768,174.6556973,59,Male
414218,65.93240345,183.9433388,41,Male
780440,70.46668931,187.517442,60,Male
587765,73.18104362,213.8474529,33,Male
133381,68.55087969,175.2195188,31,Male
410765,68.52940825,169.5448054,34,Male
859714,63.59645542,144.5919224,50,Male
527219,67.14424123,175.6791902,51,Male
302024,70.81637062,197.1984016,51,Male
862715,73.53028481,222.9259167,46,Male
609001,66.14106892,165.4045453,47,Male
935481,67.90684975,170.4172312,57,Male
769503,71.43337582,216.6339997,42,Male
928279,67.1126798,173.7075042,37,Male
523604,73.28391797,217.8960397,51,Male
487438,63.67258315,161.0131458,47,Male
216005,69.2253203,193.7563258,47,Male
442031,69.67012402,177.1191607,59,Male
425165,70.48544817,204.8274497,45,Male
180245,69.00467787,176.7318925,49,Male
291914,68.45789401,192.7618857,35,Male
163830,66.02473378,166.9610205,52,Male
138128,69.31816913,186.7379955,40,Male
527017,69.07774056,188.5061787,58,Male
254812,73.56227037,208.3614918,39,Male
749439,66.08768889,161.4958143,51,Male
671187,73.52598433,214.9664592,32,Male
793110,69.67906022,205.1334355,37,Male
586473,66.67678112,183.1973068,60,Male
259223,72.96166547,208.8950443,60,Male
806496,68.24687214,207.9255765,55,Male
452333,71.95662589,210.6638278,29,Male
708061,71.05863335,204.2728377,26,Male
180890,66.97694995,195.1987301,27,Male
496702,68.47800208,190.6860225,37,Male
704344,71.28444139,199.6353266,57,Male
826360,64.98045629,166.8215473,32,Male
248115,66.76188387,178.797509,56,Male
644363,68.76616172,185.7721575,29,Male
542972,68.99254357,193.7549909,46,Male
193178,71.2951946,228.8005161,51,Male
479808,69.0494784,192.3497017,52,Male
281661,66.54148202,175.9834911,47,Male
572289,68.51552345,176.1412392,54,Male
432019,67.45971531,177.4825249,51,Male
200597,71.35738241,201.7607769,27,Male
825911,68.59040604,176.8430799,53,Male
436218,69.73608671,185.5242604,32,Male
284985,69.83385707,188.041029,38,Male
675770,72.41058576,189.3844383,34,Male
932887,65.43459687,166.096744,28,Male
804801,66.26765677,170.2501787,59,Male
762935,69.97430087,212.804259,50,Male
356163,71.20919422,196.1455062,34,Male
656070,69.93740019,202.2790697,55,Male
679800,71.38602219,201.3320069,37,Male
562629,64.58878167,158.4540944,54,Male
267112,68.79298442,174.4894863,44,Male
238752,68.44574673,183.7833827,60,Male
353180,69.20157812,188.1035061,36,Male
518272,69.42601731,176.1934298,42,Male
865572,69.6062252,194.2007119,28,Male
332129,72.88170697,194.1995089,25,Male
607295,62.17833122,145.8988424,44,Male
871636,68.87470662,191.8337092,59,Male
839636,71.08008356,209.8535536,32,Male
380313,72.18253412,201.2614644,40,Male
273643,72.06275498,208.7818534,29,Male
894635,67.38005789,182.6734054,38,Male
770848,67.93463453,166.4350688,46,Male
546080,70.80193026,193.3935426,36,Male
716195,65.54912127,178.4481797,33,Male
812628,70.19122448,205.9417907,46,Male
552233,71.77899537,199.2098424,54,Male
273316,68.13028842,192.0295666,44,Male
207834,68.35948256,175.2608644,56,Male
291334,66.09035701,170.0064451,44,Male
652723,71.58012314,205.3475962,42,Male
901967,73.53666772,196.0432951,42,Male
903283,71.11553184,208.1452566,46,Male
593584,70.79430255,202.8907578,27,Male
105699,71.72906048,188.595024,37,Male
494942,63.19653037,162.4297274,40,Male
385318,68.10111341,182.8523991,56,Male
761382,65.85609973,157.3174614,38,Male
883940,68.3464565,178.6759921,50,Male
366557,69.56022893,187.2174859,27,Male
311812,68.72830407,171.6209666,41,Male
571033,70.15827765,200.5341783,43,Male
433305,68.92333665,193.9273604,54,Male
311023,64.3001742,155.489729,36,Male
685472,70.45563306,192.527905,35,Male
481647,68.62406319,159.8624674,38,Male
691991,69.66475174,176.2592744,28,Male
840322,69.05888454,171.7089263,43,Male
407314,67.22698623,181.7096189,51,Male
673698,66.11579969,171.3866592,40,Male
410702,68.61738735,179.1320246,44,Male
858203,69.24901281,187.4693714,54,Male
279800,69.64190618,182.0045223,39,Male
254085,72.79702836,214.4740355,34,Male
467672,75.04399507,208.526427,59,Male
739396,70.97268413,190.2219929,35,Male
109863,74.38801243,217.1437905,25,Male
773732,64.36216387,156.0738985,34,Male
151119,71.32700107,206.3851911,53,Male
798678,67.17202444,178.1527814,32,Male
509409,74.40167189,228.8383958,58,Male
952111,63.86792096,174.4733629,35,Male
370251,68.88599177,164.2149026,26,Male
779380,72.13199022,212.1572757,30,Male
209464,68.40372617,206.0149398,47,Male
164553,65.09265639,167.433533,40,Male
821715,69.22967912,195.2186397,51,Male
102717,71.94778826,209.1754891,26,Male
168944,67.46299066,182.3012856,50,Male
335022,69.31290864,190.1851469,42,Male
110458,63.73104817,160.3449039,26,Male
169708,60.6798174,129.3010238,49,Male
566209,70.66332308,195.6263191,25,Male
212509,67.59403113,186.7514169,58,Male
717576,74.64950788,227.5006451,51,Male
576240,70.46707885,197.187532,55,Male
617413,71.94401052,209.5562827,32,Male
265576,74.02575081,209.7592721,47,Male
304496,70.78222816,220.4367864,50,Male
503936,64.72725696,169.207937,43,Male
417770,68.38302408,185.8456168,31,Male
970799,71.4692208,192.6914931,31,Male
126413,66.94445374,177.0260878,46,Male
461674,70.796979,199.9473831,56,Male
915699,65.29243478,168.7102903,38,Male
349438,61.75400983,123.528143,29,Male
118302,62.48067131,160.2422382,52,Male
195930,67.80567987,197.082611,32,Male
516803,69.52599428,161.9709376,55,Male
733231,72.50075663,201.6550559,58,Male
562869,70.48529474,194.7861983,39,Male
433045,66.68973599,162.5654067,28,Male
680731,71.29191758,175.8109677,58,Male
990431,71.7967672,209.3793102,47,Male
874435,73.05634425,204.4603316,57,Male
428867,68.85335437,210.8690842,55,Male
494786,66.04544386,169.3262842,54,Male
538182,73.98590142,223.326105,30,Male
459951,69.25161788,192.9468911,59,Male
200281,69.34065722,172.9048014,50,Male
254693,70.97626497,191.5721536,46,Male
581158,63.56127763,157.1195445,40,Male
812290,69.77015095,182.7954943,33,Male
922551,65.18847756,151.8869422,50,Male
903999,69.97894082,193.3410828,34,Male
292208,69.75059715,185.4279701,42,Male
671088,71.17143115,195.3823108,39,Male
952343,70.57200178,174.1968873,31,Male
656398,65.65108952,164.6498139,42,Male
297568,67.13841414,163.8450013,48,Male
830610,65.91808694,174.7199581,44,Male
819532,73.78663644,212.900556,42,Male
808269,67.73725134,172.7942606,36,Male
878401,65.54407625,171.9803313,27,Male
394084,71.21391257,195.9234165,42,Male
110885,65.59235403,174.8153485,60,Male
462803,65.66755448,174.5668558,55,Male
595289,61.97273588,140.2777497,30,Male
816493,73.89993869,215.5597033,42,Male
625450,72.34218364,215.8582339,32,Male
551423,70.31169434,184.2438603,56,Male
661674,67.11556435,168.2021671,34,Male
308037,65.93248176,151.3846182,43,Male
930194,67.22774502,185.9701609,57,Male
785261,70.11434363,203.2417318,31,Male
611414,74.84149972,223.9456703,55,Male
348359,64.52730263,148.4721859,32,Male
860352,70.05125469,207.1946473,28,Male
309693,71.83316878,205.1930618,45,Male
765715,72.83673969,209.4224843,54,Male
436680,73.30186575,199.1669287,58,Male
893509,66.39319245,165.0646095,41,Male
556854,66.51516196,180.7605348,50,Male
816071,69.27281261,202.2987602,59,Male
191029,68.23195393,195.2619903,41,Male
104491,70.41386903,184.2326617,51,Male
458394,69.72688521,188.4537597,36,Male
637674,65.51073389,157.2050253,37,Male
571477,69.13726936,196.5523243,29,Male
843930,73.6661888,208.3661793,28,Male
728758,65.89275253,158.1849857,41,Male
285165,68.35442896,184.598428,52,Male
913911,70.42473053,197.9075211,46,Male
605235,72.08020115,202.8672367,39,Male
840074,71.71112479,199.080779,58,Male
775493,65.72916187,156.2239585,28,Male
535532,63.8983382,168.299538,37,Male
233861,70.31600971,201.5106881,44,Male
152953,65.78872979,174.5848799,36,Male
792335,69.82746419,196.930792,51,Male
848620,68.33115009,197.7567703,30,Male
946596,67.74158927,165.6432833,59,Male
348484,75.03388944,232.8861171,57,Male
387807,73.40405852,192.7324047,53,Male
487291,69.55476188,192.1816687,57,Male
427714,64.53903978,157.1292772,50,Male
218844,67.54676147,163.4952026,31,Male
974375,73.09647798,205.157578,60,Male
691925,66.55398107,171.4285919,56,Male
334342,73.99160419,208.9645836,57,Male
754284,70.86268806,209.759114,34,Male
677833,71.5687337,206.2604578,32,Male
213954,65.83839113,177.2116966,42,Male
854265,70.27553366,211.7162538,47,Male
446668,61.773522,149.5148392,29,Male
959692,74.82494531,220.3363669,60,Male
768961,71.60514585,192.4279136,53,Male
599435,67.26010358,163.3865127,27,Male
570363,70.92419443,199.7783726,31,Male
267887,75.05966865,218.583688,58,Male
714936,73.10087624,223.2064516,56,Male
493751,70.66199203,217.9518826,48,Male
364847,67.14466735,171.2077789,52,Male
180524,67.12315343,147.5379562,39,Male
304432,69.52494396,170.0371863,28,Male
790562,65.22469166,160.8360745,46,Male
287072,68.41046282,185.1277355,42,Male
983743,68.7634637,177.0833882,52,Male
426911,67.93686881,188.8840968,48,Male
167129,69.23782869,159.2448862,37,Male
275469,68.46572392,188.079276,60,Male
955589,65.6942936,150.9606196,30,Male
237510,69.43099805,172.3258812,47,Male
553983,66.13539142,166.3638187,28,Male
194130,70.87704813,186.3398244,50,Male
247119,65.973065,187.6583791,59,Male
873670,64.93911542,163.8801985,42,Male
871568,68.36860332,196.9495064,28,Male
398917,69.52555131,189.7073988,45,Male
831615,66.45560214,188.9748473,32,Male
358932,69.47458176,177.3439177,37,Male
765574,68.7300987,184.130432,50,Male
919945,73.78127448,221.2400958,44,Male
721301,76.50188334,217.8823464,49,Male
262488,71.22570192,199.182763,40,Male
737674,64.50621045,164.5003666,55,Male
241372,66.50381494,163.2698893,34,Male
886122,69.21041304,187.6248203,58,Male
213480,63.54636972,150.3466585,54,Male
367223,69.73112843,202.7071024,38,Male
656268,68.60820846,181.7248365,53,Male
182039,71.46413025,206.5908567,29,Male
149110,69.509488,203.9854155,52,Male
390845,73.75963574,231.6086709,30,Male
405803,68.27778676,195.1899302,52,Male
950306,72.45463342,200.2900045,37,Male
127317,70.76919327,195.3530575,40,Male
990623,70.45214074,188.0988373,27,Male
943988,68.90409885,194.6597698,53,Male
638851,69.23842719,197.4120914,49,Male
211078,67.27784728,156.4163422,26,Male
831755,71.46376469,207.768535,58,Male
621488,68.84063351,171.9211499,31,Male
398461,71.40596471,216.9232912,32,Male
664577,70.14487407,190.5853768,31,Male
717285,70.67969103,206.1198392,35,Male
552165,68.54111605,201.1088923,57,Male
802414,71.43472691,206.5940588,45,Male
413766,65.22082048,158.9871861,33,Male
125753,70.77315142,208.2235661,55,Male
946649,69.76009479,187.8120619,30,Male
723198,63.96253068,168.3494568,47,Male
