ProductID,ProductName,Category,Price
636295702,have,agreement,473.19
161782530,especially,speak,793
619991925,responsibility,decide,274.93
902566008,believe,local,433.15
642629394,help,image,670.23
940833498,Congress,radio,65.72
385315402,one,point,272.92
243050235,movie,else,211.55
892943899,sell,that,252.06
900750439,individual,fly,770.6
954493304,every,green,167.74
614616879,most,space,94.09
497377716,threat,organization,733.18
190784810,few,page,700.88
289868897,spring,similar,672.51
394913238,environmental,member,451.45
912488553,skin,second,115.38
573191698,consumer,between,775.48
854737657,measure,cell,256.87
945280139,wear,center,789.25
648898463,court,firm,624.53
816859240,single,fall,243.37
511979549,difference,especially,665.98
294673063,fine,affect,200.8
290579189,impact,look,583.67
921030048,figure,easy,200.12
615636924,crime,kitchen,545.57
901217858,put,consumer,994.16
438301279,always,task,394.8
650861474,newspaper,nature,644.73
269172596,drop,statement,587.6
748485660,foot,break,268.65
481830613,southern,approach,787.72
293231120,fund,federal,720.31
743314673,future,environmental,463.82
202194913,knowledge,far,840.62
822182194,order,almost,868.61
432307502,sing,society,949.95
746519237,because,some,254.87
560762870,especially,management,734.3
677662733,recently,apply,828.14
277520330,small,today,373.24
425632507,special,build,500.02
254676289,trip,they,927.21
752412563,business,drive,56.09
644641399,policy,size,900.87
347000371,technology,play,35.81
708022497,wind,audience,342.28
328081208,growth,ground,16.32
665885423,region,follow,208.07
407055089,particularly,everything,685.45
364638151,sometimes,beautiful,423.57
348015252,reach,special,119.49
308684741,none,one,446.43
728434186,dog,crime,480.84
893424335,community,final,722.41
411744310,everything,goal,891.36
185824031,school,base,263.21
538701533,sense,win,241.92
308136106,expect,computer,703.3
699313223,create,certainly,25.95
622840752,street,feeling,108.5
781478394,see,door,109.55
788752305,respond,American,596.66
728740507,save,continue,504.99
110620039,law,hand,183.21
897271489,wife,player,682.57
244521323,three,scientist,939.81
362018080,customer,area,700.23
668561643,those,commercial,123.62
376016953,collection,office,374.8
246389064,election,training,530.69
797298996,set,board,504.24
758835824,leader,land,177.3
610708625,decision,Mr,15.78
366425282,player,buy,31.2
536046365,look,nature,501.62
995053382,fall,life,243.29
272088802,kid,black,336.82
570512090,central,production,456.15
875727023,stay,provide,741.41
222347185,avoid,remember,615.04
363986269,cover,message,98.76
862245253,within,who,218.48
911763579,stop,project,550.44
642383930,say,yard,425.96
283378257,exactly,operation,327.7
248023809,matter,address,844.71
991992660,democratic,peace,292.19
280268237,Democrat,future,325.58
770363098,because,happy,208.35
285360462,real,either,114.37
129202999,some,floor,73.82
900344978,better,become,303.76
677602059,party,meeting,918.99
242989861,want,my,417.41
517719323,operation,many,28.04
331491814,they,collection,122.75
183164185,from,American,857.36
429542330,nation,activity,744.28
342428475,news,front,907.32
797024040,voice,claim,421.59
558237481,executive,information,713.06
297800062,something,suddenly,400.65
886619373,action,far,451
605979591,because,thousand,303.22
458522643,put,card,668.63
785438725,director,determine,272.48
768353861,environmental,point,395.19
193536304,turn,management,716.25
531018667,get,when,82.53
112137272,country,arrive,603.94
473586217,born,with,617.59
780167254,act,accept,284.92
281565792,there,region,328.12
145398175,light,significant,787.63
278844414,me,often,373.88
352497100,apply,will,491.72
121226436,little,responsibility,655.29
262795200,carry,two,528.35
823485653,peace,animal,214.66
288935960,Mr,bad,762.08
874713639,fire,figure,702.67
114695153,while,front,284.6
100318069,write,talk,524.88
281533598,media,white,706.41
986878610,class,whose,481.02
973787705,field,past,498.54
220602839,require,practice,575.26
556202427,the,economy,552.28
144017110,yeah,space,807.95
795979071,year,goal,549.7
630030811,upon,light,438.56
313876084,success,report,416.06
197352611,make,by,922.86
153230841,social,short,615.14
383006146,program,his,178.83
959681096,few,mean,665.63
208168449,federal,think,142.67
115953122,she,laugh,42.3
471936003,get,of,150.59
536507983,arm,second,351.98
588163128,quickly,imagine,238.5
883436743,continue,yeah,902.31
536110025,medical,part,824.62
658842541,thus,get,338.62
133906400,within,anything,219.83
259582810,PM,PM,833.28
672415948,gas,business,889.62
667191429,laugh,really,173.83
281936863,within,movement,774.16
408104801,difficult,sit,123.81
952068201,throughout,executive,413.46
734936035,government,of,386.86
569257008,dark,air,205.33
199421946,different,experience,714.27
440730307,think,bag,477.08
435631637,deep,team,289.47
181265024,rule,president,313.63
528451256,hundred,Mrs,841.34
542297265,Congress,I,286.8
924897123,arrive,operation,201.31
638796208,receive,bag,892.34
161485571,everything,box,148.98
391021805,yourself,health,463.95
558240534,station,stop,433.48
216345050,loss,maybe,65.24
823726439,shake,cause,275.02
910067419,third,city,150.43
769550800,not,many,406.45
485678011,herself,everything,116.99
817330270,dog,just,623.53
698108735,indicate,behavior,41.2
943458381,method,population,200.66
361858388,agreement,exist,752.25
455581829,enter,so,186.13
555514158,around,couple,70.65
247104446,eye,writer,996.68
973482361,news,add,642.22
531827087,she,various,767.68
605551875,other,send,59.67
681946855,character,democratic,788.43
571229766,interesting,choice,428.61
380971419,wonder,Mr,840.23
407864655,several,personal,364.83
193768799,seem,well,925.55
751798928,south,determine,593.43
999136758,heart,crime,708.41
959634254,dinner,house,127.97
226347494,hear,different,973.64
705790842,different,smile,669.14
801788992,rather,big,394.41
254693834,appear,hear,910.97
829421526,talk,music,811.02
709412218,economy,we,718.88
117402198,risk,most,196.9
659714656,other,popular,597.99
795859623,bill,despite,668
561960285,until,woman,826.52
635184839,memory,church,218.98
602976977,stage,current,436
987373003,my,information,211.92
973335680,lead,adult,980.16
347195640,act,civil,535.26
360817399,fight,perform,295.07
583694425,answer,bit,459.63
766723663,according,every,135.67
702943916,quite,sort,295.17
821834543,exactly,crime,57.7
114412707,team,bit,51.97
984019672,ground,though,201.74
272024401,yourself,she,713.96
789624906,serious,its,657.62
401421702,carry,final,694.16
885692454,teach,me,643.78
760320550,investment,adult,994.66
900289169,security,rich,454.17
755055996,act,federal,673.43
297180229,law,lot,165.29
188507839,down,his,238.67
180455015,ahead,though,370.64
421816605,case,with,998.56
533759673,whose,board,838.93
344242327,life,finally,464.66
610183373,material,matter,231.94
964157452,into,face,163.06
940626120,surface,follow,820.66
430003888,upon,mind,561.4
293056232,spring,sit,733.17
974683140,report,recent,949.97
361055230,southern,available,962.95
406461344,record,water,534.42
743448677,skin,much,691.54
855039154,generation,important,571.11
704489089,what,fear,189.87
850861378,often,trade,984.52
345389783,prevent,affect,711.96
198312940,right,everything,826.34
325347233,baby,without,947
824739364,success,music,977.72
955906271,who,them,456.5
488852808,necessary,performance,552.28
842168761,structure,moment,911.42
571799491,build,prepare,496.23
353510561,network,mention,613.01
942307030,send,resource,851.5
887858717,happen,fill,570.51
722264521,here,whole,955.23
949841957,trouble,win,243.65
164331036,degree,worker,981.35
201084959,actually,prove,768.36
857171118,strategy,happen,281.43
641213201,trip,drop,704.52
688454832,even,knowledge,66.63
558678272,central,really,338.22
421281948,give,challenge,306.21
828497749,letter,step,841.41
487627666,age,you,324.1
779533484,not,father,528.81
202129270,hit,a,575.59
348616855,church,can,454.63
169197683,better,open,234.33
653771528,less,onto,283.84
367826307,fight,especially,18.92
479016395,catch,visit,93.95
104325591,level,about,98.73
223443871,a,line,22.9
153053758,before,certainly,933.54
666898919,scene,condition,199.53
978414284,fact,important,175.07
554505963,never,left,614.85
426123373,huge,probably,184.01
996071958,lead,course,196.5
785387426,financial,hot,533.85
745944280,factor,happen,502.62
326788456,stock,fear,559.93
334091457,so,including,919.36
691374267,cost,entire,951.62
362960574,opportunity,deep,917.03
917663807,issue,seven,13.61
118865934,heavy,visit,544.87
412980036,agency,recognize,584.06
113939314,hold,opportunity,316.35
145301470,travel,few,444.04
920095952,east,cover,231.21
788302496,model,half,646.13
487787011,prove,student,209.76
661217121,water,who,786.88
328693894,value,from,989.78
199076009,season,expect,711.04
676104455,member,it,534.6
483066039,a,market,62.23
917869989,team,chair,180.05
617970064,size,go,97.22
143496646,camera,range,515.63
970721616,least,quality,246.34
477359477,community,agree,896.42
224358397,firm,miss,597.41
903025999,improve,around,963.57
285187964,rate,dinner,21.66
550632447,environmental,maybe,975.87
889826988,just,work,392.92
549159815,them,federal,716.06
213857938,box,woman,262.57
182329324,series,then,724.31
884870430,my,again,936.12
962276900,choice,subject,54.45
421614564,none,main,850.72
548662143,site,defense,539.49
146779329,join,past,459.3
940443351,ago,business,393.33
930301919,when,water,825.38
895771178,table,recognize,508.21
851023906,trip,writer,82.31
279332198,air,lay,906.41
392024660,early,response,282.55
829009849,benefit,thing,786.28
677388473,enjoy,their,724.28
671939298,road,later,802.52
608357778,scene,provide,141.43
300793005,part,role,10.77
582823517,figure,because,207.72
884822621,environmental,discussion,215.58
416014208,organization,or,165.76
170946056,central,difference,607.38
152823616,region,country,341.61
463036725,computer,speech,221.45
599868687,hospital,put,232.17
152911358,enter,thank,665.26
246761651,challenge,describe,655.1
113386814,social,manager,232.42
593780511,yourself,town,85.11
420442450,keep,future,621.7
556236196,around,place,675.69
213693346,growth,run,419.84
841306709,money,let,956.62
598792103,begin,pay,49.18
739967424,begin,new,974.07
584188327,let,nation,781.72
302647063,eight,federal,173.54
777950775,off,discover,537.04
428793912,sea,author,546.19
251757697,name,scientist,811.78
882640088,when,continue,855.08
575209158,summer,west,179.8
402557124,produce,morning,503.58
798645327,its,above,775.91
624397678,organization,environment,788.78
710069217,number,we,948.59
193219404,sister,camera,122.09
772171509,this,forget,646.09
200132068,leave,wife,812.54
529311220,stuff,whole,623.09
487651663,marriage,guess,69.36
389419745,give,various,202.75
174342840,necessary,effect,189.7
235686390,beyond,spend,330.44
299993472,they,drive,652.39
981250026,begin,many,782.19
855579105,billion,rich,358.19
842734269,professor,level,698.61
293147260,lose,attorney,493.3
433389257,camera,coach,507.16
803105044,since,return,949.29
949197979,technology,listen,326.62
963377493,customer,rate,953.06
330869451,organization,PM,737.16
375921877,yeah,within,314.5
142095200,part,defense,414.89
901559584,determine,particular,319.98
889845965,reach,once,889.41
775173442,why,arrive,543.95
788247305,ball,respond,778.45
810408280,yes,agency,161.69
944603443,attack,but,113.88
884741708,appear,less,887.74
999452672,admit,training,622.21
747729109,page,ago,794.18
868315119,know,writer,481.37
390395230,road,American,340.37
671465944,moment,money,120.72
440519510,think,candidate,534.52
705761458,energy,station,968.4
774047058,field,hope,564.98
960863167,later,right,553.06
179852376,fly,worry,894.23
710874769,some,policy,567.51
618412806,car,rate,334.47
372073254,past,respond,635.43
824385925,tree,son,211.33
901943860,stop,computer,374.85
309993296,management,market,200.4
619403792,support,change,904.67
616234900,let,cause,516.76
475648527,hair,hit,966.49
754325781,community,bank,120.11
110501785,window,result,320.32
663864515,sign,address,914.16
339855221,process,Mr,918.93
550213024,either,participant,270.99
779697750,drive,political,294.17
688131712,beat,federal,71.22
258204317,field,investment,194.47
619296950,model,result,625.45
607649991,focus,provide,768.95
333467031,per,talk,776.11
707371669,hospital,deal,791.67
172892286,mind,weight,625.86
961840731,senior,production,139.87
129762348,budget,wife,605.51
694094656,parent,short,962.38
783498971,deal,measure,680.05
713265094,wide,main,203.04
295027764,take,knowledge,172.27
796908593,possible,executive,833.75
319521416,today,concern,82.76
965453633,opportunity,too,548.39
397271359,city,build,93.77
582570698,white,sea,394.58
494745310,film,even,241.5
279800239,eye,recently,905.62
816062644,also,skin,905.59
778010913,at,various,737.29
800866473,attack,consider,812.97
667742911,understand,item,234.98
958651663,half,nation,685.53
579472226,forward,account,319.79
971496937,they,brother,705.51
126433124,security,almost,733.53
211713896,whatever,commercial,540.8
226810595,idea,production,157.84
316663292,at,growth,55.5
729036680,Mrs,enter,972.64
735701442,force,certainly,696.71
610170366,radio,system,12.89
865619009,then,that,767.94
560496170,finally,contain,205.5
918804115,color,school,803.69
928135278,time,board,909.47
536672498,school,moment,43.06
231455282,interview,story,169.76
743922370,green,president,640.74
302331055,itself,own,121.25
451173582,carry,pass,524.86
771617876,change,go,825.76
371113211,very,create,666.69
807811385,move,language,763.11
497756890,especially,behavior,638.46
330656985,arrive,when,757.75
792152935,again,his,637.41
260051024,degree,if,11.42
129484918,now,join,250.65
286403958,beyond,include,739.49
245384115,anything,window,903.1
933650399,usually,myself,401.67
739034275,within,ahead,262.44
175363603,agreement,let,951.96
959796205,if,former,587.01
447072999,open,read,448.24
395828835,defense,once,318.59
256628107,research,project,327.99
661376871,anything,resource,385.13
493114317,interesting,score,989.45
385049247,me,artist,80.32
127574637,American,task,407.27
558952069,agent,red,349.51
831759274,north,doctor,951.97
485441841,a,open,318.56
594561804,industry,during,611.55
101378845,bar,choose,857.59
750557000,fill,pattern,805.31
558623855,sea,eye,737.51
352972271,despite,lot,413.11
936807940,by,identify,984.55
324380337,process,keep,444.94
657173051,not,story,69.54
784883856,medical,present,811.08
448131621,realize,trade,818.5
857522985,assume,industry,287.68
928766784,student,threat,542.3
967947658,beyond,positive,275.69
685208163,only,see,653.75
685852617,meet,several,275.52
215701947,analysis,first,149.85
495567520,account,occur,172.6
996274856,story,wear,932.25
786139432,whatever,particularly,940.46
129065310,view,level,736.81
766209038,easy,land,927.89
170840307,produce,head,403.03
417250758,stuff,fire,201.83
279113536,our,where,572.82
697750747,high,agree,253.83
659486487,the,three,909.97
557998446,clear,scientist,75.38
513767781,teacher,bed,259.7
195366785,election,home,240.4
898172281,meeting,human,925.39
233161420,because,wait,860.81
800713801,might,occur,300.46
329407781,book,ready,900.35
391381300,allow,defense,759.19
803484561,information,deep,508.9
343851656,century,reflect,839.83
737684981,computer,pick,242.4
819509807,modern,wife,783.14
419272166,travel,require,193.48
394535041,measure,out,551.73
327914348,vote,instead,175.03
299543033,another,evening,873.29
720069140,star,rate,894.35
991141446,each,everyone,348.36
130977708,then,local,46.03
297896531,often,experience,448.59
497461192,amount,economy,64.09
903768472,firm,officer,120.3
957242986,mention,business,485.32
680054439,important,avoid,594.68
745837139,current,opportunity,854.65
670115051,read,three,790.51
693235079,foreign,none,74.92
271723385,themselves,new,697.3
665321082,world,research,580.8
267232080,land,use,83.43
447727940,strategy,under,985.22
985686806,glass,beautiful,422.33
354667531,also,give,279.98
376100605,man,part,872.58
983010915,also,fish,465.71
951161163,hair,attack,151.11
312822808,different,majority,542.32
296415268,during,music,869.05
557293941,score,whatever,931.45
816604239,art,within,352.6
966464026,purpose,while,269.38
957331829,sure,still,176.37
537838013,risk,her,835.97
888424320,prevent,discover,432.41
583607877,door,thousand,731.64
174012417,research,carry,262.87
393374702,believe,case,138.12
613640167,television,wait,81.81
585663350,white,detail,496.2
923955298,support,sign,933.46
897094629,leave,she,31.97
619265354,dream,stage,208.56
725608591,kind,although,207.87
349553856,raise,couple,865.3
860270343,throw,manage,89.53
554384574,almost,respond,307.53
561608535,every,because,509.21
486176014,mention,argue,774.52
171763940,race,environmental,365.65
666842426,create,process,384.93
412521072,resource,rule,269.73
755205818,view,certainly,244.21
700036936,according,husband,395.67
185402027,into,age,698.51
945417164,until,event,702.59
346288410,foot,card,501.15
786516754,party,cut,330.11
287171837,anyone,a,104.03
347179834,international,health,867.22
871368855,him,watch,668.92
835798841,decision,some,513.13
586467145,six,piece,836.09
136570265,red,major,291.69
762235985,sort,cut,634.13
972124063,protect,reflect,852.06
679358721,action,bit,924.25
327450178,car,star,894.15
716269976,long,executive,789.4
640651773,just,stock,516.11
435292197,candidate,either,81.22
657739733,offer,form,50.86
835565369,stock,rate,963.31
431517121,course,money,886.01
853013961,or,only,190.94
100516298,family,discuss,263.9
232883970,pull,specific,479.48
995023986,government,assume,169.16
254176872,customer,modern,956.27
696873321,party,partner,587.88
969725651,full,senior,69.59
586225478,spend,of,342.58
592455520,if,sure,45.1
862205968,billion,control,684.43
928491895,study,staff,911.09
530954068,general,get,510.12
960172480,interview,why,416.79
571289208,gas,here,750
185650587,travel,car,396.35
862203076,she,green,113.02
355936026,hold,election,477.42
277433910,southern,PM,679.91
258447963,guess,within,409.71
720279566,interesting,view,423.95
766887033,eat,some,989.07
213292161,scientist,power,958.45
306873258,include,check,982.36
548971670,mention,protect,206.03
582169371,third,share,152.82
824666525,necessary,day,772.24
615183864,major,deal,201.27
389987160,save,community,449.96
514004794,west,behind,607.33
849152124,system,protect,312.61
130343716,among,require,240.18
302091555,including,fish,886.23
363601565,deal,PM,289.82
788634845,camera,worker,999.53
190346090,model,upon,43.9
832035862,item,either,553.72
936612021,month,with,230.04
923517459,make,little,319.95
603450551,statement,white,605.11
402743853,local,million,411.02
835650465,against,race,931.28
184982455,experience,her,551.82
787039477,wind,summer,535.98
399227277,necessary,society,468.57
652095634,guess,subject,223.91
330053496,former,certain,707.59
567198189,office,care,962.07
373231468,quite,course,539.05
948420697,economy,from,914.81
711390433,game,receive,889.93
117183355,increase,goal,616.44
243423653,arm,ball,979.94
655119694,health,action,225.28
333103421,mean,leg,550.17
485600812,resource,fast,855.64
373405846,institution,give,975.97
728621201,beautiful,fill,62.23
648152427,market,someone,454.4
583859189,nothing,property,844.91
267471711,great,suffer,286.88
825804257,thought,worry,993.95
118440118,statement,expect,223.35
770147583,social,final,683.07
138710715,experience,agreement,669.97
233527992,past,consider,975.81
747610930,skill,doctor,102.42
256984090,include,rate,302.58
859183947,write,cell,446.51
612120307,start,deal,662.66
963244593,prepare,major,311
386164224,admit,some,593.34
994727540,some,wide,775.78
867858704,again,assume,992.94
618438319,spring,analysis,62.63
772229914,lead,entire,346.51
221048819,fish,from,876.17
596266898,happen,admit,341.12
440051026,form,beat,188.05
951078834,mean,project,59.54
609329864,eight,will,498.75
835563219,huge,might,908.7
985611705,it,two,853.45
715228760,inside,peace,253.85
756363449,usually,player,863.9
452935425,present,grow,475.36
760122306,catch,style,283.1
510279980,yard,present,895.12
220954101,five,fight,898.65
854106586,middle,early,601.46
534042409,window,together,420.77
917586670,one,possible,90.84
289003657,last,yet,430.69
430746483,control,majority,528.32
825053652,notice,tend,969.86
802991277,fish,above,993.63
956274403,whole,relate,691.54
929386994,democratic,staff,127.89
508719178,south,eat,837.01
898176830,what,chair,502.16
385762116,lay,agent,63.81
572534188,wife,region,744.64
356644266,magazine,sign,694.13
947137076,class,after,732.22
990905046,challenge,quality,66.53
133029552,beyond,establish,200.34
326902475,cold,among,717.75
351537403,character,imagine,624.71
539253384,office,rock,461.87
649238325,spring,hard,533.94
945643733,rest,alone,783.17
593375028,most,job,489.99
506589443,read,available,707.82
126109709,office,resource,393.23
164251638,court,leader,404.53
589917472,minute,close,545.04
368359728,every,add,620.26
414083671,new,apply,817.85
911533232,movie,method,760.94
111548784,important,American,519.42
278085765,civil,area,809.22
135343883,name,lead,487.68
918617110,practice,rule,367.93
977896435,decide,rate,964.81
564019995,century,she,722.85
402501815,serve,size,340.72
272607054,more,because,534.09
728141491,risk,increase,118.42
780627146,dark,no,403.64
655497872,billion,page,164.23
384929733,debate,street,406.52
758128071,behind,school,368.95
711828546,why,amount,554.13
887322240,town,visit,910.37
782903295,company,author,489.24
674662233,point,base,762.8
569897963,politics,phone,574.07
878174810,oil,try,270.8
928811314,low,serious,598.56
814194517,others,month,156.61
412733752,compare,child,913.89
377480744,upon,east,153.6
294246682,write,hand,156.57
831966787,arrive,should,83.15
913824968,source,her,542.63
946417086,leg,alone,529.19
561908705,southern,him,146.41
434693730,family,main,659.74
705253003,remember,growth,419.12
392828499,wish,successful,363.64
653842095,bad,often,163.26
246141010,unit,east,308.04
652010377,head,care,570.34
732990418,enter,nation,440.93
663720723,free,early,213.94
958313281,blood,stand,296.29
280267632,rather,expert,453.11
170696690,Mrs,far,296.25
745230318,wonder,method,104.36
818411127,significant,former,207.52
719125973,end,chair,782.88
774145967,artist,throughout,317.06
815142880,side,amount,311.3
435303733,record,drive,726.11
960297020,town,senior,592.06
574423823,will,paper,897.27
696687789,across,something,599.71
915469481,hotel,respond,266.15
494067887,beautiful,tough,437.83
206011701,however,beautiful,203.07
946496194,project,at,632.38
471898373,dinner,manager,521.05
496861790,scientist,exist,205.92
568689248,become,mother,591.19
593202185,gas,save,242.15
493182803,population,still,543.61
460448451,sure,might,307.41
678645729,drive,onto,274.95
235026442,entire,politics,18.05
504991918,authority,also,780.25
681650084,Mr,support,613.78
482571123,near,as,696.95
185573435,exist,student,932.08
370054852,parent,college,676.74
126633708,you,wife,444.79
741394006,letter,federal,35.82
548466170,easy,late,233.36
474277504,spend,report,941.67
145277536,argue,paper,622.25
607588848,article,situation,760.26
387870561,stock,hair,397.78
197228964,measure,buy,233.93
575499485,red,until,759.77
124917680,ability,his,136.83
909877590,game,help,471.82
372960530,yet,next,402.71
486631216,author,leave,327.98
748734478,apply,often,975.34
874854156,imagine,brother,405.49
700014626,effect,try,667.25
372820781,as,feel,844.96
240114186,TRUE,senior,896.53
533919211,time,accept,858.98
234306183,better,range,378.3
342492261,popular,laugh,304.36
372156744,they,owner,968.79
787339335,media,consider,554.43
274747218,after,where,796.72
719523113,over,check,215.52
529304450,kind,bring,783.34
343616269,century,PM,729.49
501482958,space,ahead,188.63
294439998,yard,as,472.29
472670584,his,very,493.3
237417840,more,whose,676.61
234944656,the,little,821.45
841724182,answer,land,749.02
574237259,would,reach,472.13
679644227,of,attorney,884.34
706934844,necessary,quite,812.21
609788871,but,none,705.2
307619645,resource,reflect,13.17
553988340,wonder,news,61.54
652214693,two,people,376.29
713674874,whole,save,796.22
217174216,attention,home,554.08
755178500,huge,son,816.37
602962500,ok,realize,323.67
618453571,development,hard,285.47
189390132,heart,report,779.36
266241380,serve,face,37.72
255175698,identify,dinner,934.39
843926185,weight,federal,217.22
348170994,their,degree,804.26
440869518,probably,wait,637.66
137226434,step,surface,651.08
205401326,compare,speech,531.91
456411948,build,cultural,922.78
413917209,mouth,teach,890.08
148661161,word,thus,319.84
470149378,land,imagine,931.43
594320871,event,option,465.93
410012687,five,whole,789.15
122479014,and,hit,705.91
693530926,southern,son,634.3
882853504,of,main,832.72
311917759,these,four,856.26
287343742,many,price,467.63
893479939,under,Democrat,308.07
883359764,mission,analysis,882.36
306912250,person,figure,770.58
634572759,safe,something,811.72
787245273,memory,sell,864.6
173034469,discussion,note,712.73
399264934,Mr,standard,981.03
163851309,money,onto,685.99
987106173,scene,fall,70.3
880354474,year,space,713.04
623606797,end,possible,48.82
378664343,away,leader,57
191525536,dog,bill,76.97
845880996,security,issue,887.5
645858598,health,hope,959.35
426984392,leg,cause,368.25
591102828,nice,somebody,764.49
602127047,natural,debate,895.5
943906778,bag,population,456.35
904658264,can,city,231.17
327834877,your,business,891.18
143948430,prevent,TV,13.44
602634568,for,all,114.96
727086017,own,more,659.72
658768746,floor,how,223.24
989386044,knowledge,over,951.34
582781191,paper,pull,548.46
105934410,television,reality,846.48
510020192,little,suddenly,278.34
469292185,take,company,950.18
899763878,yourself,various,733.3
441235003,letter,model,868.79
597889070,morning,into,205.7
288588022,today,hair,197.78
594840103,public,hear,141.94
752067030,government,turn,196.07
258866493,add,sell,555.64
132265195,give,approach,87.08
943472425,help,security,454.99
967272509,song,will,211.19
256535194,hundred,may,972.09
904285784,him,and,703.25
847395768,despite,view,398.14
772929542,especially,line,161.98
835274516,drug,natural,89.22
795468864,hope,leave,23.17
549975774,character,little,83.02
589958638,great,thousand,968.27
651323460,body,social,127.65
853954304,throw,college,28.2
941937734,spring,owner,67.71
376827611,both,able,84.98
123484658,southern,world,589.41
939751699,space,amount,420.14
106221607,ten,put,115.82
127716669,large,beyond,804.22
858259061,buy,enjoy,227.83
798716093,too,reveal,987.5
325028281,lot,point,650.74
108765123,maybe,gun,397.03
479656151,official,attack,465.74
455650121,much,home,833.51
338984900,this,go,174.58
922083830,sit,new,217.72
353425732,others,act,198.61
238477889,program,voice,15.04
752225513,management,place,347.58
702212554,question,far,75.12
506319347,various,quickly,202.56
263309621,above,rather,784.28
913450670,fear,blood,323.18
462293003,unit,forget,358.41
106625905,detail,consumer,991.9
188230970,will,hotel,343.23
751102948,often,upon,430.53
845472205,avoid,follow,234.17
964914217,foot,themselves,352.42
524735204,fund,analysis,383.97
913291138,attorney,wear,656.79
601101057,claim,feel,946.23
310208950,Congress,field,183.73
111602228,although,paper,590.24
114545563,stage,begin,560.17
477493441,draw,table,431.95
131604634,physical,church,63.05
694668965,people,major,690.95
689895917,agreement,share,92.62
208618373,mission,onto,235.72
906583878,tell,garden,398.84
982642509,difference,six,682.93
288807707,including,before,885.77
672502580,trade,late,918.91
282118931,into,answer,564.1
747819403,sound,paper,197.96
211372924,woman,rule,275.34
734949080,serious,century,828.43
254124007,against,consider,260.26
100444831,concern,worry,164.35
236457259,so,message,393.28
968127804,add,analysis,335.85
321228406,dog,then,381
288998232,my,watch,673.67
605432623,draw,talk,209.05
659165237,anyone,adult,524.22
430214396,decide,so,330.01
891468970,professional,my,567.6
452129247,street,trip,268.1
505128644,main,push,518.48
488323058,job,same,688.24
897557854,team,skill,976.01
134778282,adult,face,340.07
717074492,guy,exist,580.12
959093236,baby,air,847.39
880937425,soldier,wonder,174.59
497451908,writer,test,51.89
567634366,computer,understand,329.81
425151876,education,some,261.73
331293747,suffer,policy,812.96
163674565,scientist,morning,874.64
292305988,how,say,421.51
191791496,world,participant,911.22
380334353,population,itself,81.64
282354424,kitchen,should,879.03
629678789,late,lawyer,62.77
344981315,standard,decide,956.93
451317026,place,direction,91.74
215523402,lay,medical,691.13
143811657,house,laugh,610.82
828407117,remain,open,985.08
797846797,body,general,929.38
423242484,pick,form,132.99
270953548,save,size,722.67
980708643,hard,plan,212.83
317398632,suggest,pretty,952.07
454455468,remember,day,496.03
205150857,nor,person,821.49
697807582,form,produce,184.68
426822330,time,improve,110.86
434497792,tax,over,589.85
479948777,article,thing,576.26
717875392,its,sea,140.52
393968616,believe,attack,822.37
145595040,main,create,51.34
657704158,past,mention,833.39
256794237,color,school,973.6
