CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU
16752,M,New York,42,18476,1/21/2019,GGOENEBQ078999
16752,M,New York,42,18479,1/21/2019,GGOENEBQ078999
16752,M,New York,42,18480,1/21/2019,GGOENEBB078899
16752,M,New York,42,18480,1/21/2019,GGOENEBQ078999
17287,F,Washington DC,45,18483,1/21/2019,GGOENEBB078899
17287,F,Washington DC,45,18483,1/21/2019,GGOENEBQ078999
17287,F,Washington DC,45,18484,1/21/2019,GGOENEBJ079499
17287,F,Washington DC,45,18489,1/21/2019,GGOENEBB078899
17287,F,Washington DC,45,18490,1/21/2019,GGOENEBB078899
17287,F,Washington DC,45,18490,1/21/2019,GGOENEBQ078999
17850,M,Chicago,12,18497,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18499,1/22/2019,GGOENEBJ079499
17850,M,Chicago,12,18500,1/22/2019,GGOENEBJ079499
17850,M,Chicago,12,18505,1/22/2019,GGOENEBB078899
17850,M,Chicago,12,18506,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18507,1/22/2019,GGOENEBJ079499
17850,M,Chicago,12,18507,1/22/2019,GGOENEBQ079099
17850,M,Chicago,12,18508,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18509,1/22/2019,GGOENEBJ079499
17850,M,Chicago,12,18509,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18510,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18511,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18513,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18516,1/22/2019,GGOENEBQ079099
17850,M,Chicago,12,18518,1/22/2019,GGOENEBB078899
17850,M,Chicago,12,18518,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18520,1/22/2019,GGOENEBB078899
17850,M,Chicago,12,18520,1/22/2019,GGOENEBQ079099
17850,M,Chicago,12,18521,1/22/2019,GGOENEBQ079199
17850,M,Chicago,12,18522,1/22/2019,GGOENEBQ079199
17850,M,Chicago,12,18523,1/22/2019,GGOENEBQ078999
17850,M,Chicago,12,18524,1/22/2019,GGOENEBJ079499
17850,M,Chicago,12,18526,1/22/2019,GGOENEBJ079499
17850,M,Chicago,12,18527,1/22/2019,GGOENEBQ079099
17850,M,Chicago,12,18528,1/22/2019,GGOENEBJ079499
